site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,Symo  Advanced 24.0-3 480 (4) (2344E5)__rated_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__daily_energy_kwh,Symo  Advanced 24.0-3 480 (4) (2344E5)__specific_yield_kwh_per_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__relative_specific_yield_vs_site_avg,Symo 24.0-3 480 (1) (ECDEE1)__rated_kw,Symo 24.0-3 480 (1) (ECDEE1)__daily_energy_kwh,Symo 24.0-3 480 (1) (ECDEE1)__specific_yield_kwh_per_kw,Symo 24.0-3 480 (1) (ECDEE1)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2) (2344D2)__rated_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2) (2344D2)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3) (2344DB)__rated_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3) (2344DB)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5) (2344EE)__rated_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5) (2344EE)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (6) (D2487C)__rated_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__daily_energy_kwh,Symo Advanced 24.0-3 480 (6) (D2487C)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (7) (D3E7E7)__rated_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__daily_energy_kwh,Symo Advanced 24.0-3 480 (7) (D3E7E7)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__relative_specific_yield_vs_site_avg
G and C farms south meter,2025-11-16,site_missing_data,463.73,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,81.78,3.4075,1.234468,24.0,78.1,3.254167,1.178919,24.0,81.58,3.399167,1.231449,24.0,73.44,3.06,1.108576,24.0,74.56,3.106667,1.125483,24.0,74.27,3.094583,1.121105
G and C farms south meter,2025-11-17,site_missing_data,530.5,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,90.31,3.762917,1.191649,24.0,89.16,3.715,1.176475,24.0,90.23,3.759583,1.190594,24.0,86.6,3.608333,1.142696,24.0,86.88,3.62,1.14639,24.0,87.32,3.638333,1.152196
G and C farms south meter,2025-11-18,site_missing_data,116.4,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,19.92,0.83,1.197938,24.0,19.29,0.80375,1.160052,24.0,19.79,0.824583,1.19012,24.0,18.92,0.788333,1.137801,24.0,19.42,0.809167,1.167869,24.0,19.06,0.794167,1.14622
G and C farms south meter,2025-11-19,site_missing_data,818.02,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,146.99,6.124583,1.25783,24.0,139.42,5.809167,1.193052,24.0,146.66,6.110833,1.255006,24.0,125.17,5.215417,1.071111,24.0,130.16,5.423333,1.113811,24.0,129.62,5.400833,1.10919
G and C farms south meter,2025-11-20,site_missing_data,836.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,153.02,6.375833,1.280931,24.0,143.8,5.991667,1.20375,24.0,152.79,6.36625,1.279006,24.0,124.93,5.205417,1.045789,24.0,130.65,5.44375,1.093672,24.0,131.03,5.459583,1.096853
G and C farms south meter,2025-11-21,site_missing_data,500.47,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,87.84,3.66,1.228605,24.0,83.78,3.490833,1.171818,24.0,87.85,3.660417,1.228745,24.0,79.41,3.30875,1.110696,24.0,81.34,3.389167,1.137691,24.0,80.25,3.34375,1.122445
G and C farms south meter,2025-11-22,site_missing_data,494.96,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,88.21,3.675417,1.247515,24.0,83.18,3.465833,1.176378,24.0,88.02,3.6675,1.244828,24.0,77.64,3.235,1.098028,24.0,79.54,3.314167,1.124899,24.0,78.37,3.265417,1.108352
G and C farms south meter,2025-11-23,site_missing_data,263.77,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,46.7,1.945833,1.239337,24.0,44.05,1.835417,1.169011,24.0,46.72,1.946667,1.239868,24.0,41.65,1.735417,1.105319,24.0,42.59,1.774583,1.130265,24.0,42.06,1.7525,1.1162
G and C farms south meter,2025-11-24,site_missing_data,68.45,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,7.99,0.332917,0.817093,24.0,12.02,0.500833,1.229218,24.0,10.69,0.445417,1.093207,24.0,9.7,0.404167,0.991965,24.0,13.57,0.565417,1.387728,24.0,14.48,0.603333,1.480789
G and C farms south meter,2025-11-25,site_missing_data,420.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,58.04,2.418333,0.966827,24.0,88.78,3.699167,1.478892,24.0,74.96,3.123333,1.248679,24.0,56.3,2.345833,0.937842,24.0,65.89,2.745417,1.097592,24.0,76.25,3.177083,1.270168
G and C farms south meter,2025-11-26,site_missing_data,555.69,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,94.47,3.93625,1.190034,24.0,101.34,4.2225,1.276575,24.0,93.52,3.896667,1.178067,24.0,82.87,3.452917,1.043909,24.0,89.04,3.71,1.121633,24.0,94.45,3.935417,1.189782
G and C farms south meter,2025-11-27,site_missing_data,369.96,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,60.44,2.518333,1.143583,24.0,68.91,2.87125,1.303844,24.0,62.04,2.585,1.173857,24.0,55.25,2.302083,1.045383,24.0,59.38,2.474167,1.123527,24.0,63.94,2.664167,1.209806
G and C farms south meter,2025-11-28,site_missing_data,420.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-11-29,site_missing_data,395.09,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-11-30,site_missing_data,369.96,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-01,site_missing_data,395.09,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-02,site_missing_data,420.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-03,site_missing_data,462.825,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-04,site_missing_data,369.96,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-05,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-06,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-07,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-08,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-09,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,,Marker - 16 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2025-12-26,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-27,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-28,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-29,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-30,Normal,,,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-12-31,site_missing_data,217.1,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2026-01-01,site_missing_data,253.79,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2026-01-02,site_missing_data,315.285,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2026-01-03,site_missing_data,272.82,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2026-01-04,site_missing_data,66.97,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,66.97,2.790417,7.0,24.0,0.0,0.0,0.0
G and C farms south meter,2026-01-05,site_missing_data,180.41,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,31.49,1.312083,1.221828,24.0,30.7,1.279167,1.191176,24.0,32.28,1.345,1.25248,24.0,25.83,1.07625,1.002217,24.0,30.48,1.27,1.18264,24.0,29.63,1.234583,1.149659
G and C farms south meter,2026-01-06,site_missing_data,253.79,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,44.35,1.847917,1.223255,24.0,42.94,1.789167,1.184365,24.0,44.74,1.864167,1.234012,24.0,36.49,1.520417,1.006462,24.0,43.07,1.794583,1.187951,24.0,42.2,1.758333,1.163954
G and C farms south meter,2026-01-07,site_missing_data,376.78,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,68.9,2.870833,1.280057,24.0,64.78,2.699167,1.203514,24.0,69.3,2.8875,1.287489,24.0,53.14,2.214167,0.98726,24.0,61.08,2.545,1.134774,24.0,59.58,2.4825,1.106906
G and C farms south meter,2026-01-08,site_missing_data,717.14,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,134.38,5.599167,1.311683,24.0,126.39,5.26625,1.233692,24.0,134.19,5.59125,1.309828,24.0,100.46,4.185833,0.98059,24.0,112.16,4.673333,1.094793,24.0,109.56,4.565,1.069415
G and C farms south meter,2026-01-09,site_missing_data,583.68,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,102.56,4.273333,1.229989,24.0,100.21,4.175417,1.201806,24.0,104.56,4.356667,1.253975,24.0,85.83,3.57625,1.029348,24.0,95.47,3.977917,1.14496,24.0,95.05,3.960417,1.139923
G and C farms south meter,2026-01-10,site_missing_data,272.82,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,48.62,2.025833,1.247489,24.0,46.37,1.932083,1.189759,24.0,49.53,2.06375,1.270838,24.0,38.53,1.605417,0.988601,24.0,45.27,1.88625,1.161535,24.0,44.5,1.854167,1.141778
G and C farms south meter,2026-01-11,site_missing_data,460.86,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,80.22,3.3425,1.218461,24.0,78.08,3.253333,1.185957,24.0,80.44,3.351667,1.221803,24.0,69.61,2.900417,1.057306,24.0,76.62,3.1925,1.163781,24.0,75.89,3.162083,1.152693
G and C farms south meter,2026-01-12,site_missing_data,161.59,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,28.11,1.17125,1.217711,24.0,27.31,1.137917,1.183056,24.0,28.04,1.168333,1.214679,24.0,23.81,0.992083,1.031438,24.0,27.38,1.140833,1.186088,24.0,26.94,1.1225,1.167028
G and C farms south meter,2026-01-13,site_missing_data,717.97,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,131.69,5.487083,1.283939,24.0,122.54,5.105833,1.19473,24.0,131.57,5.482083,1.282769,24.0,104.03,4.334583,1.014262,24.0,115.41,4.80875,1.125214,24.0,112.73,4.697083,1.099085
G and C farms south meter,2026-01-14,site_missing_data,788.17,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,148.89,6.20375,1.322342,24.0,136.98,5.7075,1.216565,24.0,148.9,6.204167,1.32243,24.0,111.36,4.64,0.989025,24.0,122.06,5.085833,1.084055,24.0,119.98,4.999167,1.065582
G and C farms south meter,2026-01-15,site_missing_data,480.3,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,88.25,3.677083,1.286175,24.0,82.62,3.4425,1.204122,24.0,87.88,3.661667,1.280783,24.0,70.43,2.934583,1.026463,24.0,76.32,3.18,1.112305,24.0,74.8,3.116667,1.090152
G and C farms south meter,2026-01-16,site_missing_data,761.67,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,141.52,5.896667,1.300616,24.0,131.9,5.495833,1.212205,24.0,141.18,5.8825,1.297491,24.0,109.89,4.57875,1.009926,24.0,119.17,4.965417,1.095212,24.0,118.01,4.917083,1.084551
G and C farms south meter,2026-01-17,site_missing_data,646.31,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,120.27,5.01125,1.30261,24.0,112.52,4.688333,1.218672,24.0,120.99,5.04125,1.310408,24.0,92.13,3.83875,0.997834,24.0,100.97,4.207083,1.093577,24.0,99.43,4.142917,1.076898
G and C farms south meter,2026-01-18,site_missing_data,423.77,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,77.05,3.210417,1.272742,24.0,72.43,3.017917,1.196427,24.0,77.01,3.20875,1.272082,24.0,61.23,2.55125,1.011421,24.0,68.4,2.85,1.129858,24.0,67.65,2.81875,1.117469
G and C farms south meter,2026-01-19,site_missing_data,438.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,83.16,3.465,1.328374,24.0,75.49,3.145417,1.205856,24.0,83.03,3.459583,1.326297,24.0,60.47,2.519583,0.96593,24.0,68.46,2.8525,1.09356,24.0,67.61,2.817083,1.079983
G and C farms south meter,2026-01-20,site_missing_data,76.43,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,15.4,0.641667,1.410441,24.0,15.95,0.664583,1.460814,24.0,14.11,0.587917,1.292294,24.0,10.77,0.44875,0.986393,24.0,9.31,0.387917,0.852676,24.0,10.89,0.45375,0.997383
G and C farms south meter,2026-01-21,site_missing_data,693.37,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,126.89,5.287083,1.281033,24.0,125.18,5.215833,1.26377,24.0,122.15,5.089583,1.23318,24.0,107.9,4.495833,1.089317,24.0,100.25,4.177083,1.012086,24.0,111.0,4.625,1.120614
G and C farms south meter,2026-01-22,site_missing_data,398.27,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,70.01,2.917083,1.230497,24.0,68.04,2.835,1.195872,24.0,70.27,2.927917,1.235067,24.0,61.17,2.54875,1.075125,24.0,64.3,2.679167,1.130138,24.0,64.48,2.686667,1.133302
G and C farms south meter,2026-01-23,site_missing_data,766.79,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,137.54,5.730833,1.255598,24.0,131.57,5.482083,1.201098,24.0,138.17,5.757083,1.261349,24.0,115.84,4.826667,1.057499,24.0,121.62,5.0675,1.110265,24.0,122.05,5.085417,1.11419
G and C farms south meter,2026-01-24,site_missing_data,186.49,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,34.37,1.432083,1.290096,24.0,32.53,1.355417,1.221031,24.0,34.37,1.432083,1.290096,24.0,27.91,1.162917,1.047616,24.0,29.57,1.232083,1.109925,24.0,27.74,1.155833,1.041235
G and C farms south meter,2026-01-25,site_missing_data,514.6,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,66.63,2.77625,0.906354,24.0,62.02,2.584167,0.843646,24.0,83.07,3.46125,1.129984,24.0,74.26,3.094167,1.010144,24.0,131.41,5.475417,1.787544,24.0,97.21,4.050417,1.322328
G and C farms south meter,2026-01-26,site_missing_data,645.16,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,112.24,4.676667,1.217806,24.0,90.06,3.7525,0.977153,24.0,120.22,5.009167,1.30439,24.0,98.18,4.090833,1.065255,24.0,120.41,5.017083,1.306451,24.0,104.05,4.335417,1.128945
G and C farms south meter,2026-01-27,site_missing_data,852.34,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,150.12,6.255,1.232888,24.0,144.65,6.027083,1.187965,24.0,153.11,6.379583,1.257444,24.0,126.58,5.274167,1.039562,24.0,139.84,5.826667,1.148462,24.0,138.04,5.751667,1.133679
G and C farms south meter,2026-01-28,site_missing_data,212.64,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,36.2,1.508333,1.191685,24.0,34.79,1.449583,1.145269,24.0,39.24,1.635,1.291761,24.0,27.61,1.150417,0.908907,24.0,39.53,1.647083,1.301307,24.0,35.27,1.469583,1.16107
G and C farms south meter,2026-01-29,site_missing_data,775.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,137.63,5.734583,1.242757,24.0,130.96,5.456667,1.182529,24.0,142.84,5.951667,1.289802,24.0,105.17,4.382083,0.949653,24.0,132.6,5.525,1.197338,24.0,126.02,5.250833,1.137922
G and C farms south meter,2026-01-30,site_missing_data,406.57,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,69.98,2.915833,1.20486,24.0,67.27,2.802917,1.158202,24.0,73.91,3.079583,1.272524,24.0,55.08,2.295,0.948324,24.0,73.17,3.04875,1.259783,24.0,67.16,2.798333,1.156308
G and C farms south meter,2026-01-31,site_missing_data,792.75,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,135.94,5.664167,1.200353,24.0,134.24,5.593333,1.185342,24.0,138.15,5.75625,1.219868,24.0,120.83,5.034583,1.066932,24.0,132.07,5.502917,1.166181,24.0,131.52,5.48,1.161325
G and C farms south meter,2026-02-01,site_missing_data,425.17,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,72.46,3.019167,1.192982,24.0,71.01,2.95875,1.169109,24.0,76.05,3.16875,1.252087,24.0,60.76,2.531667,1.000353,24.0,74.6,3.108333,1.228215,24.0,70.29,2.92875,1.157255
G and C farms south meter,2026-02-02,site_missing_data,791.18,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,132.5,5.520833,1.1723,24.0,133.7,5.570833,1.182917,24.0,133.78,5.574167,1.183624,24.0,124.68,5.195,1.103112,24.0,133.17,5.54875,1.178227,24.0,133.35,5.55625,1.17982
G and C farms south meter,2026-02-03,site_missing_data,722.07,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,125.74,5.239167,1.218968,24.0,121.3,5.054167,1.175925,24.0,131.41,5.475417,1.273935,24.0,102.15,4.25625,0.990278,24.0,123.57,5.14875,1.197931,24.0,117.9,4.9125,1.142964
G and C farms south meter,2026-02-04,site_missing_data,610.61,FRONIUS-e5d4623c-5a06-4b45-b2f0--G013,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,104.84,4.368333,1.20188,24.0,102.16,4.256667,1.171157,24.0,109.4,4.558333,1.254156,24.0,87.86,3.660833,1.007222,24.0,105.97,4.415417,1.214834,24.0,100.38,4.1825,1.150751
